areacode,area,FisheryID,id_nm,RunYear,TimeStep,fishery_status,reg_start_date,reg_end_date,days,ereg_url,notes,target_species
6,6,54,54:Ar 6 Sport,2008,3,NR,8/10/2008,9/30/2008,52,,,CHIN
9,9,53,53:Ar 9 Sport,2008,3,NR,8/16/2008,9/30/2008,46,,,CHIN
10,10,56,56:A 10 Sport,2008,3,NR,8/16/2008,9/30/2008,46,,,CHIN
12,12,64,64:A 12 Sport,2008,3,NR_NOA,9/1/2008,9/30/2008,30,,,CHIN
5,5,42,42:Ar 5 Sport,2008,4,closed,10/1/2008,10/31/2008,31,,,CHIN
6,6,54,54:Ar 6 Sport,2008,4,NS,10/1/2008,10/31/2008,31,,,CHIN
7,7,36,36:Ar 7 Sport,2008,4,NS,10/1/2008,10/31/2008,31,,,CHIN
81,81,45,45:Ar 8-1 Spt,2008,4,closed,10/1/2008,12/31/2008,92,,,CHIN
9,9,53,53:Ar 9 Sport,2008,4,NR,10/1/2008,10/31/2008,31,,,CHIN
10,10,56,56:A 10 Sport,2008,4,NR,10/1/2008,10/15/2008,15,,,CHIN
11,11,57,57:A 11 Sport,2008,4,NS,10/1/2008,12/31/2008,92,,,CHIN
12,12,64,64:A 12 Sport,2008,4,NS_SOA,10/1/2008,10/15/2008,15,,,CHIN
12,12,64,64:A 12 Sport,2008,4,NR_NOA,10/1/2008,10/15/2008,15,,,CHIN
13,13,67,67:A 13 Sport,2008,4,NS,10/1/2008,1/31/2009,123,,,CHIN
10,10,56,56:A 10 Sport,2008,4,NS,10/16/2008,11/30/2008,46,,,CHIN
12,12,64,64:A 12 Sport,2008,4,NS,10/16/2008,12/31/2008,77,,,CHIN
5,5,42,42:Ar 5 Sport,2008,4,NS,11/1/2008,11/30/2008,30,,,CHIN
6,6,54,54:Ar 6 Sport,2008,4,closed,11/1/2008,2/13/2009,105,,,CHIN
7,7,36,36:Ar 7 Sport,2008,4,closed,11/1/2008,1/31/2009,92,,,CHIN
82,82,45,45:Ar 8-1 Spt,2008,4,closed,11/1/2008,12/31/2008,61,,,CHIN
9,9,53,53:Ar 9 Sport,2008,4,MSF,11/1/2008,11/30/2008,30,,,CHIN
5,5,42,42:Ar 5 Sport,2008,4,closed,12/1/2008,2/13/2009,75,,,CHIN
9,9,53,53:Ar 9 Sport,2008,4,closed,12/1/2008,1/15/2009,46,,,CHIN
10,10,56,56:A 10 Sport,2008,4,MSF,12/1/2008,1/31/2009,62,,,CHIN
81,81,45,45:Ar 8-1 Spt,2008,4,MSF,1/1/2009,4/30/2009,120,,,CHIN
82,82,45,45:Ar 8-1 Spt,2008,4,MSF,1/1/2009,4/30/2009,120,,,CHIN
11,11,57,57:A 11 Sport,2008,4,closed,1/1/2009,2/13/2009,44,,,CHIN
12,12,64,64:A 12 Sport,2008,4,closed,1/1/2009,2/13/2009,44,,,CHIN
9,9,53,53:Ar 9 Sport,2008,4,MSF,1/16/2009,4/15/2009,90,,,CHIN
7,7,36,36:Ar 7 Sport,2008,4,MSF,2/1/2009,4/15/2009,74,,,CHIN
10,10,56,56:A 10 Sport,2008,4,closed,2/1/2009,5/31/2009,120,,,CHIN
13,13,67,67:A 13 Sport,2008,4,closed,2/1/2009,2/28/2009,28,,,CHIN
5,5,42,42:Ar 5 Sport,2008,4,NS,2/14/2009,4/10/2009,56,,,CHIN
6,6,54,54:Ar 6 Sport,2008,4,NS,2/14/2009,4/10/2009,56,,,CHIN
11,11,57,57:A 11 Sport,2008,4,NS,2/14/2009,4/10/2009,56,,,CHIN
12,12,64,64:A 12 Sport,2008,4,NS,2/14/2009,4/10/2009,56,,,CHIN
13,13,67,67:A 13 Sport,2008,4,NS,3/1/2009,4/30/2009,61,,,CHIN
5,5,42,42:Ar 5 Sport,2008,4,closed,4/11/2009,6/30/2009,81,,,CHIN
6,6,54,54:Ar 6 Sport,2008,4,closed,4/11/2009,6/30/2009,81,,,CHIN
11,11,57,57:A 11 Sport,2008,4,closed,4/11/2009,5/31/2009,51,,,CHIN
12,12,64,64:A 12 Sport,2008,4,closed,4/11/2009,6/30/2009,81,,,CHIN
7,7,36,36:Ar 7 Sport,2008,4,closed,4/16/2009,6/30/2009,76,,,CHIN
9,9,53,53:Ar 9 Sport,2008,4,closed,4/16/2009,7/15/2009,91,,,CHIN
81,81,45,45:Ar 8-1 Spt,2009,2,closed,5/1/2009,7/31/2009,92,,,CHIN
82,82,45,45:Ar 8-1 Spt,2009,2,closed,5/1/2009,7/31/2009,92,,,CHIN
13,13,67,67:A 13 Sport,2009,2,MSF,5/1/2009,6/30/2009,61,,,CHIN
10,10,56,56:A 10 Sport,2009,2,C&R,6/1/2009,6/30/2009,30,,,CHIN
11,11,57,57:A 11 Sport,2009,2,MSF,6/1/2009,6/30/2009,30,,,CHIN
5,5,42,42:Ar 5 Sport,2009,3,MSF,7/1/2009,8/6/2009,37,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=799,,CHIN
6,6,54,54:Ar 6 Sport,2009,3,MSF,7/1/2009,8/6/2009,37,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=799,,CHIN
7,7,36,36:Ar 7 Sport,2009,3,NS,7/1/2009,9/30/2009,92,,,CHIN
10,10,56,56:A 10 Sport,2009,3,NR,7/1/2009,7/15/2009,15,,,CHIN
11,11,57,57:A 11 Sport,2009,3,MSF,7/1/2009,9/30/2009,92,,,CHIN
12,12,64,64:A 12 Sport,2009,3,NS_SOA,7/1/2009,9/30/2009,92,,,CHIN
13,13,67,67:A 13 Sport,2009,3,MSF,7/1/2009,9/30/2009,92,,,CHIN
9,9,53,53:Ar 9 Sport,2009,3,MSF,7/16/2009,8/31/2009,47,,,CHIN
10,10,56,56:A 10 Sport,2009,3,MSF,7/16/2009,8/31/2009,47,,,CHIN
81,81,45,45:Ar 8-1 Spt,2009,3,NR,8/1/2009,9/30/2009,61,,,CHIN
82,82,45,45:Ar 8-1 Spt,2009,3,NR,8/1/2009,10/31/2009,92,,,CHIN
5,5,42,42:Ar 5 Sport,2009,3,NR,8/7/2009,9/30/2009,55,,,CHIN
6,6,54,54:Ar 6 Sport,2009,3,NR,8/7/2009,9/30/2009,55,,,CHIN
9,9,53,53:Ar 9 Sport,2009,3,NR,9/1/2009,9/30/2009,30,,,CHIN
10,10,56,56:A 10 Sport,2009,3,NR,9/1/2009,9/30/2009,30,,,CHIN
12,12,64,64:A 12 Sport,2009,3,NR_NOA,9/1/2009,9/30/2009,30,,,CHIN
5,5,42,42:Ar 5 Sport,2009,4,NS,10/1/2009,10/15/2009,15,,,CHIN
6,6,54,54:Ar 6 Sport,2009,4,NS,10/1/2009,10/31/2009,31,,,CHIN
7,7,36,36:Ar 7 Sport,2009,4,NS,10/1/2009,10/31/2009,31,,,CHIN
81,81,45,45:Ar 8-1 Spt,2009,4,closed,10/1/2009,10/31/2009,31,,only Oak Harbor open for coho,CHIN
9,9,53,53:Ar 9 Sport,2009,4,NR,10/1/2009,10/31/2009,31,,,CHIN
10,10,56,56:A 10 Sport,2009,4,MSF,10/1/2009,1/31/2010,123,,,CHIN
11,11,57,57:A 11 Sport,2009,4,NS,10/1/2009,12/31/2009,92,,,CHIN
12,12,64,64:A 12 Sport,2009,4,NS_SOA,10/1/2009,10/15/2009,15,,,CHIN
12,12,64,64:A 12 Sport,2009,4,NR_NOA,10/1/2009,10/15/2009,15,,,CHIN
13,13,67,67:A 13 Sport,2009,4,NS,10/1/2009,1/31/2010,123,,,CHIN
5,5,42,42:Ar 5 Sport,2009,4,closed,10/16/2009,2/12/2010,120,,,CHIN
12,12,64,64:A 12 Sport,2009,4,NS,10/16/2009,12/31/2009,77,,,CHIN
6,6,54,54:Ar 6 Sport,2009,4,closed,11/1/2009,2/12/2010,104,,,CHIN
7,7,36,36:Ar 7 Sport,2009,4,closed,11/1/2009,11/30/2009,30,,,CHIN
81,81,45,45:Ar 8-1 Spt,2009,4,MSF,11/1/2009,4/30/2010,181,,,CHIN
82,82,45,45:Ar 8-1 Spt,2009,4,MSF,11/1/2009,4/30/2010,181,,,CHIN
9,9,53,53:Ar 9 Sport,2009,4,MSF,11/1/2009,11/30/2009,30,,,CHIN
7,7,36,36:Ar 7 Sport,2009,4,MSF,12/1/2009,4/30/2010,151,,,CHIN
9,9,53,53:Ar 9 Sport,2009,4,closed,12/1/2009,1/15/2010,46,,,CHIN
11,11,57,57:A 11 Sport,2009,4,closed,1/1/2010,1/31/2010,31,,,CHIN
12,12,64,64:A 12 Sport,2009,4,closed,1/1/2010,1/31/2010,31,,,CHIN
9,9,53,53:Ar 9 Sport,2009,4,MSF,1/16/2010,4/15/2010,90,,,CHIN
10,10,56,56:A 10 Sport,2009,4,closed,2/1/2010,5/31/2010,120,,,CHIN
11,11,57,57:A 11 Sport,2009,4,MSF,2/1/2010,4/30/2010,89,,,CHIN
12,12,64,64:A 12 Sport,2009,4,MSF,2/1/2010,4/30/2010,89,,,CHIN
13,13,67,67:A 13 Sport,2009,4,closed,2/1/2010,2/28/2010,28,,,CHIN
5,5,42,42:Ar 5 Sport,2009,4,NS,2/13/2010,4/10/2010,57,,,CHIN
6,6,54,54:Ar 6 Sport,2009,4,NS,2/13/2010,4/10/2010,57,,,CHIN
13,13,67,67:A 13 Sport,2009,4,NS,3/1/2010,4/30/2010,61,,,CHIN
5,5,42,42:Ar 5 Sport,2009,4,closed,4/11/2010,6/30/2010,81,,,CHIN
6,6,54,54:Ar 6 Sport,2009,4,closed,4/11/2010,6/30/2010,81,,,CHIN
9,9,53,53:Ar 9 Sport,2009,4,closed,4/16/2010,7/15/2010,91,,,CHIN
7,7,36,36:Ar 7 Sport,2010,2,closed,5/1/2010,6/30/2010,61,,,CHIN
81,81,45,45:Ar 8-1 Spt,2010,2,closed,5/1/2010,7/31/2010,92,,,CHIN
82,82,45,45:Ar 8-1 Spt,2010,2,closed,5/1/2010,7/31/2010,92,,,CHIN
11,11,57,57:A 11 Sport,2010,2,closed,5/1/2010,5/31/2010,31,,,CHIN
12,12,64,64:A 12 Sport,2010,2,closed,5/1/2010,6/30/2010,61,,,CHIN
13,13,67,67:A 13 Sport,2010,2,MSF,5/1/2010,6/30/2010,61,,,CHIN
10,10,56,56:A 10 Sport,2010,2,C&R,6/1/2010,6/30/2010,30,,,CHIN
11,11,57,57:A 11 Sport,2010,2,MSF,6/1/2010,6/30/2010,30,,,CHIN
5,5,42,42:Ar 5 Sport,2010,3,MSF,7/1/2010,8/15/2010,46,,,CHIN
6,6,54,54:Ar 6 Sport,2010,3,MSF,7/1/2010,8/15/2010,46,,,CHIN
7,7,36,36:Ar 7 Sport,2010,3,NS,7/1/2010,9/30/2010,92,,,CHIN
10,10,56,56:A 10 Sport,2010,3,NR,7/1/2010,7/15/2010,15,,,CHIN
11,11,57,57:A 11 Sport,2010,3,MSF,7/1/2010,9/30/2010,92,,,CHIN
12,12,64,64:A 12 Sport,2010,3,NS_SOA,7/1/2010,9/30/2010,92,,,CHIN
13,13,67,67:A 13 Sport,2010,3,MSF,7/1/2010,9/30/2010,92,,,CHIN
9,9,53,53:Ar 9 Sport,2010,3,MSF,7/16/2010,8/31/2010,47,,,CHIN
10,10,56,56:A 10 Sport,2010,3,MSF,7/16/2010,8/31/2010,47,,,CHIN
81,81,45,45:Ar 8-1 Spt,2010,3,NR,8/1/2010,9/30/2010,61,,,CHIN
82,82,45,45:Ar 8-1 Spt,2010,3,NR,8/1/2010,10/31/2010,92,,,CHIN
5,5,42,42:Ar 5 Sport,2010,3,NR,8/16/2010,9/30/2010,46,,,CHIN
6,6,54,54:Ar 6 Sport,2010,3,NR,8/16/2010,9/30/2010,46,,,CHIN
9,9,53,53:Ar 9 Sport,2010,3,NR,9/1/2010,9/30/2010,30,,,CHIN
10,10,56,56:A 10 Sport,2010,3,NR,9/1/2010,9/30/2010,30,,,CHIN
12,12,64,64:A 12 Sport,2010,3,NR_NOA,9/1/2010,9/30/2010,30,,,CHIN
5,5,42,42:Ar 5 Sport,2010,4,closed,10/1/2010,10/31/2010,31,,,CHIN
6,6,54,54:Ar 6 Sport,2010,4,NS,10/1/2010,10/31/2010,31,,,CHIN
7,7,36,36:Ar 7 Sport,2010,4,NS,10/1/2010,10/31/2010,31,,,CHIN
81,81,45,45:Ar 8-1 Spt,2010,4,closed,10/1/2010,10/31/2010,31,,only Oak Harbor open for coho,CHIN
9,9,53,53:Ar 9 Sport,2010,4,NR,10/1/2010,10/31/2010,31,,,CHIN
10,10,56,56:A 10 Sport,2010,4,MSF,10/1/2010,1/31/2011,123,,,CHIN
11,11,57,57:A 11 Sport,2010,4,NS,10/1/2010,12/31/2010,92,,,CHIN
12,12,64,64:A 12 Sport,2010,4,NS_SOA,10/1/2010,10/15/2010,15,,,CHIN
12,12,64,64:A 12 Sport,2010,4,NR_NOA,10/1/2010,10/15/2010,15,,,CHIN
13,13,67,67:A 13 Sport,2010,4,NS,10/1/2010,4/30/2011,212,,,CHIN
12,12,64,64:A 12 Sport,2010,4,NS,10/16/2010,12/31/2010,77,,,CHIN
5,5,42,42:Ar 5 Sport,2010,4,NS,11/1/2010,11/30/2010,30,,,CHIN
6,6,54,54:Ar 6 Sport,2010,4,closed,11/1/2010,2/15/2011,107,,,CHIN
7,7,36,36:Ar 7 Sport,2010,4,closed,11/1/2010,11/30/2010,30,,,CHIN
81,81,45,45:Ar 8-1 Spt,2010,4,MSF,11/1/2010,4/30/2011,181,,,CHIN
82,82,45,45:Ar 8-1 Spt,2010,4,MSF,11/1/2010,4/30/2011,181,,,CHIN
9,9,53,53:Ar 9 Sport,2010,4,MSF,11/1/2010,11/30/2010,30,,,CHIN
5,5,42,42:Ar 5 Sport,2010,4,closed,12/1/2010,2/15/2011,77,,,CHIN
7,7,36,36:Ar 7 Sport,2010,4,MSF,12/1/2010,4/30/2011,151,,,CHIN
9,9,53,53:Ar 9 Sport,2010,4,closed,12/1/2010,1/15/2011,46,,,CHIN
11,11,57,57:A 11 Sport,2010,4,closed,1/1/2011,1/31/2011,31,,,CHIN
12,12,64,64:A 12 Sport,2010,4,closed,1/1/2011,1/31/2011,31,,,CHIN
9,9,53,53:Ar 9 Sport,2010,4,MSF,1/16/2011,4/15/2011,90,,,CHIN
10,10,56,56:A 10 Sport,2010,4,closed,2/1/2011,5/31/2011,120,,,CHIN
11,11,57,57:A 11 Sport,2010,4,MSF,2/1/2011,4/30/2011,89,,,CHIN
12,12,64,64:A 12 Sport,2010,4,MSF,2/1/2011,4/30/2011,89,,,CHIN
5,5,42,42:Ar 5 Sport,2010,4,NS,2/16/2011,4/10/2011,54,,,CHIN
6,6,54,54:Ar 6 Sport,2010,4,NS,2/16/2011,4/10/2011,54,,,CHIN
5,5,42,42:Ar 5 Sport,2010,4,closed,4/11/2011,6/30/2011,81,,,CHIN
6,6,54,54:Ar 6 Sport,2010,4,closed,4/11/2011,6/30/2011,81,,,CHIN
9,9,53,53:Ar 9 Sport,2010,4,closed,4/16/2011,7/15/2011,91,,,CHIN
7,7,36,36:Ar 7 Sport,2011,2,closed,5/1/2011,6/30/2011,61,,,CHIN
81,81,45,45:Ar 8-1 Spt,2011,2,closed,5/1/2011,7/31/2011,92,,,CHIN
82,82,45,45:Ar 8-1 Spt,2011,2,closed,5/1/2011,7/31/2011,92,,,CHIN
11,11,57,57:A 11 Sport,2011,2,closed,5/1/2011,5/31/2011,31,,,CHIN
12,12,64,64:A 12 Sport,2011,2,closed,5/1/2011,6/30/2011,61,,,CHIN
13,13,67,67:A 13 Sport,2011,2,MSF,5/1/2011,6/30/2011,61,,,CHIN
10,10,56,56:A 10 Sport,2011,2,C&R,6/1/2011,6/30/2011,30,,,CHIN
11,11,57,57:A 11 Sport,2011,2,MSF,6/1/2011,6/30/2011,30,,,CHIN
5,5,42,42:Ar 5 Sport,2011,3,MSF,7/1/2011,8/15/2011,46,,,CHIN
6,6,54,54:Ar 6 Sport,2011,3,MSF,7/1/2011,8/15/2011,46,,,CHIN
7,7,36,36:Ar 7 Sport,2011,3,NS,7/1/2011,9/30/2011,92,,,CHIN
10,10,56,56:A 10 Sport,2011,3,NR,7/1/2011,7/15/2011,15,,,CHIN
11,11,57,57:A 11 Sport,2011,3,MSF,7/1/2011,9/30/2011,92,,,CHIN
12,12,64,64:A 12 Sport,2011,3,NS_SOA,7/1/2011,9/30/2011,92,,,CHIN
13,13,67,67:A 13 Sport,2011,3,MSF,7/1/2011,9/30/2011,92,,,CHIN
9,9,53,53:Ar 9 Sport,2011,3,MSF,7/16/2011,8/31/2011,47,,,CHIN
10,10,56,56:A 10 Sport,2011,3,MSF,7/16/2011,8/31/2011,47,,,CHIN
81,81,45,45:Ar 8-1 Spt,2011,3,NR,8/1/2011,10/31/2011,92,,,CHIN
82,82,45,45:Ar 8-1 Spt,2011,3,NR,8/1/2011,10/31/2011,92,,,CHIN
5,5,42,42:Ar 5 Sport,2011,3,NR,8/16/2011,9/30/2011,46,,,CHIN
6,6,54,54:Ar 6 Sport,2011,3,NR,8/16/2011,9/30/2011,46,,,CHIN
9,9,53,53:Ar 9 Sport,2011,3,NR,9/1/2011,9/30/2011,30,,,CHIN
10,10,56,56:A 10 Sport,2011,3,NR,9/1/2011,9/30/2011,30,,,CHIN
12,12,64,64:A 12 Sport,2011,3,NR_NOA,9/1/2011,9/30/2011,30,,,CHIN
5,5,42,42:Ar 5 Sport,2011,4,closed,10/1/2011,10/31/2011,31,,,CHIN
6,6,54,54:Ar 6 Sport,2011,4,NS,10/1/2011,10/31/2011,31,,,CHIN
7,7,36,36:Ar 7 Sport,2011,4,NS,10/1/2011,10/31/2011,31,,,CHIN
9,9,53,53:Ar 9 Sport,2011,4,NR,10/1/2011,10/31/2011,31,,,CHIN
10,10,56,56:A 10 Sport,2011,4,MSF,10/1/2011,1/31/2012,123,,,CHIN
11,11,57,57:A 11 Sport,2011,4,NS,10/1/2011,12/31/2011,92,,,CHIN
12,12,64,64:A 12 Sport,2011,4,NS_SOA,10/1/2011,10/15/2011,15,,,CHIN
12,12,64,64:A 12 Sport,2011,4,NR_NOA,10/1/2011,10/15/2011,15,,,CHIN
13,13,67,67:A 13 Sport,2011,4,NS,10/1/2011,4/30/2012,213,,,CHIN
12,12,64,64:A 12 Sport,2011,4,NS,10/16/2011,12/31/2011,77,,,CHIN
5,5,42,42:Ar 5 Sport,2011,4,NS,11/1/2011,11/30/2011,30,,,CHIN
6,6,54,54:Ar 6 Sport,2011,4,closed,11/1/2011,2/15/2012,107,,,CHIN
7,7,36,36:Ar 7 Sport,2011,4,closed,11/1/2011,11/30/2011,30,,,CHIN
81,81,45,45:Ar 8-1 Spt,2011,4,MSF,11/1/2011,4/30/2012,182,,,CHIN
82,82,45,45:Ar 8-1 Spt,2011,4,MSF,11/1/2011,4/30/2012,182,,,CHIN
9,9,53,53:Ar 9 Sport,2011,4,MSF,11/1/2011,11/30/2011,30,,,CHIN
5,5,42,42:Ar 5 Sport,2011,4,closed,12/1/2011,2/15/2012,77,,,CHIN
7,7,36,36:Ar 7 Sport,2011,4,MSF,12/1/2011,4/30/2012,152,,,CHIN
9,9,53,53:Ar 9 Sport,2011,4,closed,12/1/2011,1/15/2012,46,,,CHIN
11,11,57,57:A 11 Sport,2011,4,closed,1/1/2012,1/31/2012,31,,,CHIN
12,12,64,64:A 12 Sport,2011,4,closed,1/1/2012,1/31/2012,31,,,CHIN
9,9,53,53:Ar 9 Sport,2011,4,MSF,1/16/2012,4/15/2012,91,,,CHIN
10,10,56,56:A 10 Sport,2011,4,closed,2/1/2012,5/31/2012,121,,,CHIN
11,11,57,57:A 11 Sport,2011,4,MSF,2/1/2012,4/30/2012,90,,,CHIN
12,12,64,64:A 12 Sport,2011,4,MSF,2/1/2012,4/30/2012,90,,,CHIN
5,5,42,42:Ar 5 Sport,2011,4,NS,2/16/2012,4/10/2012,55,,,CHIN
6,6,54,54:Ar 6 Sport,2011,4,NS,2/16/2012,4/10/2012,55,,,CHIN
5,5,42,42:Ar 5 Sport,2011,4,closed,4/11/2012,6/30/2012,81,,,CHIN
6,6,54,54:Ar 6 Sport,2011,4,closed,4/11/2012,6/30/2012,81,,,CHIN
9,9,53,53:Ar 9 Sport,2011,4,closed,4/16/2012,6/30/2012,76,,,CHIN
7,7,36,36:Ar 7 Sport,2012,2,closed,5/1/2012,6/30/2012,61,,,CHIN
81,81,45,45:Ar 8-1 Spt,2012,2,closed,5/1/2012,7/31/2012,92,,,CHIN
82,82,45,45:Ar 8-1 Spt,2012,2,closed,5/1/2012,7/31/2012,92,,,CHIN
11,11,57,57:A 11 Sport,2012,2,closed,5/1/2012,5/31/2012,31,,,CHIN
12,12,64,64:A 12 Sport,2012,2,closed,5/1/2012,6/30/2012,61,,,CHIN
13,13,67,67:A 13 Sport,2012,2,MSF,5/1/2012,6/30/2012,61,,,CHIN
10,10,56,56:A 10 Sport,2012,2,C&R,6/1/2012,6/30/2012,30,,,CHIN
11,11,57,57:A 11 Sport,2012,2,MSF,6/1/2012,6/30/2012,30,,,CHIN
5,5,42,42:Ar 5 Sport,2012,3,MSF,7/1/2012,8/15/2012,46,,,CHIN
6,6,54,54:Ar 6 Sport,2012,3,MSF,7/1/2012,8/15/2012,46,,,CHIN
7,7,36,36:Ar 7 Sport,2012,3,NS,7/1/2012,9/30/2012,92,,,CHIN
9,9,53,53:Ar 9 Sport,2012,3,NR,7/1/2012,7/15/2012,15,,,CHIN
10,10,56,56:A 10 Sport,2012,3,NR,7/1/2012,7/15/2012,15,,,CHIN
11,11,57,57:A 11 Sport,2012,3,MSF,7/1/2012,9/30/2012,92,,,CHIN
12,12,64,64:A 12 Sport,2012,3,MSF_SOA,7/1/2012,9/30/2012,92,,,CHIN
13,13,67,67:A 13 Sport,2012,3,MSF,7/1/2012,9/30/2012,92,,,CHIN
9,9,53,53:Ar 9 Sport,2012,3,MSF,7/16/2012,8/19/2012,35,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=1222,,CHIN
10,10,56,56:A 10 Sport,2012,3,MSF,7/16/2012,8/19/2012,35,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=1221,,CHIN
81,81,45,45:Ar 8-1 Spt,2012,3,NR,8/1/2012,10/31/2012,92,,,CHIN
82,82,45,45:Ar 8-1 Spt,2012,3,NR,8/1/2012,10/31/2012,92,,,CHIN
5,5,42,42:Ar 5 Sport,2012,3,NR,8/16/2012,9/30/2012,46,,,CHIN
6,6,54,54:Ar 6 Sport,2012,3,NR,8/16/2012,9/30/2012,46,,,CHIN
9,9,53,53:Ar 9 Sport,2012,3,NR,8/20/2012,9/30/2012,42,,,CHIN
10,10,56,56:A 10 Sport,2012,3,NR,8/20/2012,9/30/2012,42,,,CHIN
12,12,64,64:A 12 Sport,2012,3,NR_NOA,9/1/2012,9/30/2012,30,,,CHIN
5,5,42,42:Ar 5 Sport,2012,4,NS,10/1/2012,10/31/2012,31,,,CHIN
6,6,54,54:Ar 6 Sport,2012,4,NS,10/1/2012,10/31/2012,31,,,CHIN
7,7,36,36:Ar 7 Sport,2012,4,NS,10/1/2012,10/31/2012,31,,,CHIN
9,9,53,53:Ar 9 Sport,2012,4,NR,10/1/2012,10/31/2012,31,,,CHIN
10,10,56,56:A 10 Sport,2012,4,MSF,10/1/2012,1/31/2013,123,,,CHIN
11,11,57,57:A 11 Sport,2012,4,NS,10/1/2012,12/31/2012,92,,,CHIN
12,12,64,64:A 12 Sport,2012,4,MSF_SOA,10/1/2012,10/15/2012,15,,,CHIN
12,12,64,64:A 12 Sport,2012,4,NR_NOA,10/1/2012,10/15/2012,15,,,CHIN
13,13,67,67:A 13 Sport,2012,4,NS,10/1/2012,4/30/2013,212,,,CHIN
12,12,64,64:A 12 Sport,2012,4,MSF,10/16/2012,12/31/2012,77,,,CHIN
5,5,42,42:Ar 5 Sport,2012,4,closed,11/1/2012,2/15/2013,107,,,CHIN
6,6,54,54:Ar 6 Sport,2012,4,closed,11/1/2012,11/30/2012,30,,,CHIN
7,7,36,36:Ar 7 Sport,2012,4,closed,11/1/2012,11/30/2012,30,,,CHIN
81,81,45,45:Ar 8-1 Spt,2012,4,MSF,11/1/2012,4/30/2013,181,,,CHIN
82,82,45,45:Ar 8-1 Spt,2012,4,MSF,11/1/2012,4/30/2013,181,,,CHIN
9,9,53,53:Ar 9 Sport,2012,4,MSF,11/1/2012,11/30/2012,30,,,CHIN
6,6,54,54:Ar 6 Sport,2012,4,MSF,12/1/2012,4/10/2013,131,,,CHIN
7,7,36,36:Ar 7 Sport,2012,4,MSF,12/1/2012,4/30/2013,151,,,CHIN
9,9,53,53:Ar 9 Sport,2012,4,closed,12/1/2012,1/15/2013,46,,,CHIN
11,11,57,57:A 11 Sport,2012,4,closed,1/1/2013,1/31/2013,31,,,CHIN
12,12,64,64:A 12 Sport,2012,4,closed,1/1/2013,1/31/2013,31,,,CHIN
9,9,53,53:Ar 9 Sport,2012,4,MSF,1/16/2013,4/15/2013,90,,,CHIN
10,10,56,56:A 10 Sport,2012,4,closed,2/1/2013,5/31/2013,120,,,CHIN
11,11,57,57:A 11 Sport,2012,4,MSF,2/1/2013,4/30/2013,89,,,CHIN
12,12,64,64:A 12 Sport,2012,4,MSF,2/1/2013,4/30/2013,89,,,CHIN
5,5,42,42:Ar 5 Sport,2012,4,NS,2/16/2013,4/10/2013,54,,,CHIN
5,5,42,42:Ar 5 Sport,2012,4,closed,4/11/2013,6/30/2013,81,,,CHIN
6,6,54,54:Ar 6 Sport,2012,4,closed,4/11/2013,6/30/2013,81,,,CHIN
9,9,53,53:Ar 9 Sport,2012,4,closed,4/16/2013,6/30/2013,76,,,CHIN
7,7,36,36:Ar 7 Sport,2013,2,closed,5/1/2013,6/30/2013,61,,,CHIN
81,81,45,45:Ar 8-1 Spt,2013,2,closed,5/1/2013,7/31/2013,92,,,CHIN
82,82,45,45:Ar 8-1 Spt,2013,2,closed,5/1/2013,7/31/2013,92,,,CHIN
11,11,57,57:A 11 Sport,2013,2,closed,5/1/2013,5/31/2013,31,,,CHIN
12,12,64,64:A 12 Sport,2013,2,closed,5/1/2013,6/30/2013,61,,,CHIN
13,13,67,67:A 13 Sport,2013,2,MSF,5/1/2013,6/30/2013,61,,,CHIN
10,10,56,56:A 10 Sport,2013,2,C&R,6/1/2013,6/30/2013,30,,,CHIN
11,11,57,57:A 11 Sport,2013,2,MSF,6/1/2013,6/30/2013,30,,,CHIN
5,5,42,42:Ar 5 Sport,2013,3,MSF,7/1/2013,8/15/2013,46,,,CHIN
6,6,54,54:Ar 6 Sport,2013,3,MSF,7/1/2013,8/15/2013,46,,,CHIN
7,7,36,36:Ar 7 Sport,2013,3,NS,7/1/2013,9/30/2013,92,,,CHIN
9,9,53,53:Ar 9 Sport,2013,3,NR,7/1/2013,7/15/2013,15,,,CHIN
10,10,56,56:A 10 Sport,2013,3,NR,7/1/2013,7/15/2013,15,,,CHIN
11,11,57,57:A 11 Sport,2013,3,MSF,7/1/2013,9/30/2013,92,,,CHIN
12,12,64,64:A 12 Sport,2013,3,MSF_SOA,7/1/2013,9/30/2013,92,,,CHIN
13,13,67,67:A 13 Sport,2013,3,MSF,7/1/2013,9/30/2013,92,,,CHIN
9,9,53,53:Ar 9 Sport,2013,3,MSF,7/16/2013,8/4/2013,20,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=1343,,CHIN
10,10,56,56:A 10 Sport,2013,3,MSF,7/16/2013,8/18/2013,34,https://fortress.wa.gov/dfw/erules/efishrules/erule.jsp?id=1351,,CHIN
81,81,45,45:Ar 8-1 Spt,2013,3,NR,8/1/2013,10/31/2013,92,,,CHIN
82,82,45,45:Ar 8-1 Spt,2013,3,NR,8/1/2013,10/31/2013,92,,,CHIN
